Date,Campus,Is_Weekend,Is_Vacation,Exams,Placement,Akaira,Pravrutti,Freshers_Day,Senior_Sendoff,Convocation,Rajyotsava,Religious_Fest,Industrial_Visit,Temp,Humidity,Hostel_Occupancy,Day_Scholar_Occupancy,Total_Occupancy,Water_Price_Index,Peak_Factor,Water_Usage_L
2020-07-21,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,26.3,84.0,750,2200,2950,0.8,1.0,173730
2020-07-22,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,21.7,72.7,750,2200,2950,0.99,1.0,197863
2020-07-23,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,26.8,81.4,750,2200,2950,1.01,1.0,209873
2020-07-24,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,24.0,78.6,750,2200,2950,1.11,1.0,226362
2020-07-25,Peenya,1,0,1,0,0,0,0,0,0,0,0,0,25.3,61.5,300,400,700,1.07,1.0,122206
2020-07-26,Gnanagangothri,1,0,1,0,0,0,0,0,0,0,0,0,22.3,84.8,300,400,700,0.94,1.0,80421
2020-07-27,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,23.7,73.9,750,2200,2950,1.15,1.0,193369
2020-07-28,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,24.2,89.8,750,2200,2950,1.03,1.0,211022
2020-07-29,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,26.2,64.6,750,2200,2950,1.17,1.0,234658
2020-07-30,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,22.0,67.0,750,2200,2950,0.98,1.0,211623
2020-07-31,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,23.9,68.1,750,2200,2950,0.89,1.0,193718
2020-08-01,Gnanagangothri,1,1,0,1,0,0,0,0,0,0,0,0,23.1,79.6,0,0,0,1.07,1.0,65981
2020-08-02,Gnanagangothri,1,1,0,1,0,0,0,0,0,0,0,0,20.1,71.0,0,0,0,0.96,1.0,22482
2020-08-03,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,24.9,65.1,0,0,0,1.14,1.0,14599
2020-08-04,Peenya,0,1,0,1,0,0,0,0,0,0,1,0,24.7,73.5,0,0,500,0.93,1.3,34513
2020-08-05,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,21.7,71.5,0,0,0,1.12,1.0,15544
2020-08-06,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,21.1,71.1,0,0,0,1.18,1.0,12381
2020-08-07,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,20.4,74.1,0,0,0,0.88,1.0,9650
2020-08-08,Peenya,1,1,0,1,0,0,0,0,0,0,0,0,21.6,76.7,0,0,0,1.04,1.0,6315
2020-08-09,Peenya,1,1,0,1,0,0,0,0,0,0,0,0,20.2,71.8,0,0,0,1.15,1.0,8958
2020-08-10,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,24.0,76.7,0,0,0,1.16,1.0,11461
2020-08-11,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,20.2,87.4,0,0,0,1.2,1.0,10893
2020-08-12,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,26.8,86.2,0,0,0,0.94,1.0,12431
2020-08-13,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,22.0,77.5,0,0,0,0.89,1.0,7343
2020-08-14,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,21.7,62.9,0,0,0,1.07,1.0,5981
2020-08-15,Gnanagangothri,1,1,0,1,0,0,0,0,0,0,0,0,26.0,61.7,0,0,0,1.14,1.0,11922
2020-08-16,Peenya,1,1,0,1,0,0,0,0,0,0,1,0,24.5,71.7,0,0,500,0.85,1.3,29053
2020-08-17,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,21.0,62.1,0,0,0,1.0,1.0,15612
2020-08-18,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,22.2,86.9,0,0,0,1.12,1.0,12310
2020-08-19,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,24.6,64.6,0,0,0,1.05,1.0,10776
2020-08-20,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,20.4,75.7,0,0,0,0.87,1.0,9157
2020-08-21,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,23.7,70.5,0,0,0,0.9,1.0,8709
2020-08-22,Gnanagangothri,1,1,0,1,0,0,0,0,0,0,0,0,23.7,86.8,0,0,0,1.01,1.0,8627
2020-08-23,Gnanagangothri,1,1,0,1,0,0,0,0,0,0,0,0,25.0,83.9,0,0,0,1.12,1.0,7455
2020-08-24,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,24.8,84.2,0,0,0,1.12,1.0,12093
2020-08-25,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,23.2,76.3,0,0,0,0.84,1.0,9467
2020-08-26,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,21.8,70.6,0,0,0,1.08,1.0,8874
2020-08-27,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,21.0,72.9,0,0,0,1.02,1.0,9490
2020-08-28,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,23.8,84.1,0,0,0,1.05,1.0,13266
2020-08-29,Gnanagangothri,1,1,0,1,0,0,0,0,0,0,0,0,23.2,65.5,0,0,0,1.01,1.0,11304
2020-08-30,Gnanagangothri,1,1,0,1,0,0,0,0,0,0,1,0,26.0,83.7,0,0,500,0.99,1.3,30067
2020-08-31,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,26.7,64.5,0,0,0,1.19,1.0,19443
2020-09-01,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,20.2,72.4,0,0,0,1.12,1.0,12077
2020-09-02,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,25.4,66.3,0,0,0,0.86,1.0,10854
2020-09-03,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,20.9,80.5,0,0,0,0.92,1.0,9982
2020-09-04,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,24.3,68.3,0,0,0,1.02,1.0,7754
2020-09-05,Gnanagangothri,1,1,0,1,0,0,0,0,0,0,0,0,24.5,65.7,0,0,0,1.03,1.0,9656
2020-09-06,Gnanagangothri,1,1,0,1,0,0,0,0,0,0,0,0,25.9,65.2,0,0,0,0.89,1.0,11241
2020-09-07,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,23.5,82.4,0,0,0,1.06,1.0,9332
2020-09-08,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,21.5,88.4,0,0,0,1.01,1.0,12451
2020-09-09,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,24.1,68.0,0,0,0,1.09,1.0,13547
2020-09-10,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,25.1,69.2,0,0,0,1.05,1.0,11901
2020-09-11,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,26.7,65.8,0,0,0,0.82,1.0,9570
2020-09-12,Peenya,1,1,0,1,0,0,0,0,0,0,0,0,22.7,66.6,0,0,0,1.04,1.0,13982
2020-09-13,Gnanagangothri,1,1,0,1,0,0,0,0,0,0,0,0,24.8,74.4,0,0,0,0.94,1.0,11200
2020-09-14,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,22.8,89.1,0,0,0,1.17,1.0,12784
2020-09-15,Gnanagangothri,0,1,0,1,0,0,1,0,0,0,0,0,21.8,70.3,0,0,2500,1.0,1.3,68688
2020-09-16,Gnanagangothri,0,1,0,1,0,0,1,0,0,0,0,0,23.2,78.9,0,0,2500,1.02,1.3,87212
2020-09-17,Peenya,0,1,0,1,0,0,1,0,0,0,0,0,20.3,81.2,0,0,2500,1.12,1.3,99334
2020-09-18,Gnanagangothri,0,1,0,1,0,0,1,0,0,0,0,0,23.5,65.8,0,0,2500,0.85,1.3,84806
2020-09-19,Peenya,1,1,0,1,0,0,0,0,0,0,0,0,23.4,64.2,0,0,0,1.16,1.0,34947
2020-09-20,Peenya,1,1,0,1,0,0,0,0,0,0,0,0,24.7,77.9,0,0,0,1.07,1.0,17650
2020-09-21,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,25.8,80.3,0,0,0,0.96,1.0,13186
2020-09-22,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,22.4,80.7,0,0,0,0.81,1.0,11022
2020-09-23,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,25.7,87.5,0,0,0,1.08,1.0,10633
2020-09-24,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,25.6,89.9,0,0,0,1.17,1.0,8527
2020-09-25,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,22.1,72.4,0,0,0,1.13,1.0,11353
2020-09-26,Peenya,1,1,0,1,0,0,0,0,0,0,0,0,21.1,68.6,0,0,0,1.08,1.0,8674
2020-09-27,Peenya,1,1,0,1,0,0,0,0,0,0,0,0,24.7,79.6,0,0,0,0.88,1.0,5694
2020-09-28,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,25.7,86.6,0,0,0,1.18,1.0,8350
2020-09-29,Peenya,0,1,0,1,0,0,0,0,0,0,0,0,21.6,76.2,0,0,0,0.97,1.0,7518
2020-09-30,Gnanagangothri,0,1,0,1,0,0,0,0,0,0,0,0,24.3,74.0,0,0,0,0.95,1.0,9325
2020-10-01,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,26.8,50.8,750,2200,2950,1.11,1.0,166397
2020-10-02,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,20.0,43.5,750,2200,2950,1.13,1.0,214704
2020-10-03,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,22.6,57.8,300,400,700,1.12,1.0,118063
2020-10-04,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,21.5,35.6,300,400,700,0.96,1.0,79369
2020-10-05,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,23.1,37.8,750,2200,2950,0.84,1.0,145941
2020-10-06,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,23.9,39.7,750,2200,2950,0.8,1.0,158626
2020-10-07,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,23.1,54.5,750,2200,2950,1.01,1.0,192735
2020-10-08,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,24.7,32.2,750,2200,2950,0.84,1.0,185838
2020-10-09,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,24.9,50.4,750,2200,2950,0.92,1.0,192814
2020-10-10,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,25.4,34.4,300,400,700,0.9,1.0,101784
2020-10-11,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,20.3,45.6,300,400,700,0.85,1.0,71133
2020-10-12,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.5,53.4,750,2200,2950,1.01,1.0,168157
2020-10-13,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,21.6,30.7,750,2200,2950,0.8,1.0,167566
2020-10-14,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,21.9,39.7,750,2200,2950,1.03,1.0,200335
2020-10-15,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,24.6,47.3,750,2200,2950,0.89,1.0,187352
2020-10-16,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,22.6,32.5,750,2200,2950,1.02,1.0,211354
2020-10-17,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,22.0,48.9,300,400,700,0.92,1.0,107680
2020-10-18,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,26.1,42.7,300,400,700,1.09,1.0,86289
2020-10-19,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.8,31.6,750,2200,2950,0.94,1.0,164500
2020-10-20,Gnanagangothri,0,0,1,1,0,1,0,0,0,0,0,0,24.4,53.7,750,2200,5450,1.19,1.3,342087
2020-10-21,Peenya,0,0,1,1,0,1,0,0,0,0,0,0,24.0,36.3,750,2200,5450,1.06,1.3,365657
2020-10-22,Peenya,0,0,1,1,0,1,0,0,0,0,0,0,23.5,36.4,750,2200,5450,0.91,1.3,334407
2020-10-23,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,21.6,37.3,750,2200,2950,0.82,1.0,221836
2020-10-24,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,24.4,47.7,300,400,700,1.04,1.0,116129
2020-10-25,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,26.0,58.8,300,400,700,0.92,1.0,80011
2020-10-26,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,22.1,56.1,750,2200,2950,1.17,1.0,195351
2020-10-27,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,23.0,34.8,750,2200,2950,1.07,1.0,214848
2020-10-28,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,21.4,52.8,750,2200,2950,0.99,1.0,209936
2020-10-29,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.8,43.1,750,2200,2950,0.87,1.0,189777
2020-10-30,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,23.1,50.0,750,2200,2950,0.85,1.0,178623
2020-10-31,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,21.6,46.7,300,400,700,0.95,1.0,94818
2020-11-01,Gnanagangothri,1,0,1,1,0,0,0,0,0,1,0,0,22.6,39.4,300,400,1200,0.95,1.3,106165
2020-11-02,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,25.4,57.7,750,2200,2950,0.83,1.0,155476
2020-11-03,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,21.0,51.2,750,2200,2950,1.12,1.0,212640
2020-11-04,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,21.9,37.3,750,2200,2950,0.84,1.0,183235
2020-11-05,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,25.4,43.1,750,2200,2950,0.99,1.0,203161
2020-11-06,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,20.4,57.8,750,2200,2950,0.91,1.0,195726
2020-11-07,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,21.1,47.2,300,400,700,0.95,1.0,104980
2020-11-08,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,24.2,51.5,300,400,700,1.17,1.0,84775
2020-11-09,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,26.0,54.2,750,2200,2950,1.05,1.0,177328
2020-11-10,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,26.1,53.6,750,2200,2950,1.14,1.0,220529
2020-11-11,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,26.5,34.5,750,2200,2950,0.81,1.0,185703
2020-11-12,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,24.5,46.3,750,2200,2950,1.2,1.0,231884
2020-11-13,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,21.1,34.5,750,2200,2950,0.88,1.0,194954
2020-11-14,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,21.0,33.9,300,400,700,1.04,1.0,107406
2020-11-15,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,26.6,49.3,300,400,700,1.03,1.0,79702
2020-11-16,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,23.0,38.1,750,2200,2950,0.98,1.0,165473
2020-11-17,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,25.1,59.0,750,2200,2950,1.12,1.0,219360
2020-11-18,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,24.6,47.5,750,2200,2950,1.07,1.0,226224
2020-11-19,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,26.8,37.4,750,2200,2950,0.8,1.0,189522
2020-11-20,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.2,37.4,750,2200,2950,0.91,1.0,188618
2020-11-21,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,26.0,59.2,300,400,700,1.03,1.0,105373
2020-11-22,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,21.1,46.9,300,400,700,0.97,1.0,72970
2020-11-23,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,20.3,37.0,750,2200,2950,1.11,1.0,183928
2020-11-24,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,23.8,49.9,750,2200,2950,0.84,1.0,175605
2020-11-25,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,25.1,44.6,750,2200,2950,1.01,1.0,202161
2020-11-26,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,22.1,31.6,750,2200,2950,1.02,1.0,207062
2020-11-27,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,24.1,46.1,750,2200,2950,0.91,1.0,193312
2020-11-28,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,25.8,33.0,300,400,700,1.02,1.0,103693
2020-11-29,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,25.0,31.8,300,400,700,0.83,1.0,69333
2020-11-30,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.7,41.5,750,2200,2950,1.19,1.0,194776
2020-12-01,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,23.5,55.8,750,2200,2950,1.19,1.0,231913
2020-12-02,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,23.9,54.6,750,2200,2950,0.8,1.0,186503
2020-12-03,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,20.9,41.1,750,2200,2950,0.9,1.0,188703
2020-12-04,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,21.7,33.0,750,2200,2950,0.8,1.0,175224
2020-12-05,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,25.3,51.6,300,400,700,1.11,1.0,105180
2020-12-06,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,23.6,59.6,300,400,700,1.03,1.0,80398
2020-12-07,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,26.9,37.5,750,2200,2950,0.92,1.0,158765
2020-12-08,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.3,43.2,750,2200,2950,0.99,1.0,187025
2020-12-09,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.2,55.7,750,2200,2950,1.15,1.0,225227
2020-12-10,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,1,26.3,54.1,750,1800,2550,0.97,1.0,196897
2020-12-11,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,20.8,39.8,750,2200,2950,1.12,1.0,222899
2020-12-12,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,24.2,51.4,300,400,700,1.16,1.0,125312
2020-12-13,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,22.3,51.4,300,400,700,1.19,1.0,95389
2020-12-14,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,21.1,57.7,750,2200,2950,1.1,1.0,183861
2020-12-15,Gnanagangothri,0,0,1,1,0,0,0,0,1,0,0,0,26.4,49.1,750,2200,4450,0.89,1.3,259954
2020-12-16,Peenya,0,0,1,1,0,0,0,0,1,0,0,0,20.3,58.0,750,2200,4450,1.01,1.3,309807
2020-12-17,Peenya,0,0,1,1,0,0,0,0,1,0,0,0,24.3,44.5,750,2200,4450,1.06,1.3,336064
2020-12-18,Gnanagangothri,0,0,1,1,0,0,0,0,1,0,0,1,25.9,33.5,750,1800,4050,0.99,1.3,308822
2020-12-19,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,24.7,39.1,300,400,700,1.12,1.0,148917
2020-12-20,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,22.7,54.8,300,400,700,1.1,1.0,95476
2020-12-21,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,21.9,57.8,750,2200,2950,1.15,1.0,193446
2020-12-22,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,26.8,38.3,750,2200,2950,1.03,1.0,212183
2020-12-23,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.0,53.8,750,2200,2950,1.14,1.0,231615
2020-12-24,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,24.6,37.3,750,2200,2950,1.12,1.0,236068
2020-12-25,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,23.3,36.1,750,2200,2950,0.83,1.0,191083
2020-12-26,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,21.3,31.1,300,400,700,1.12,1.0,109870
2020-12-27,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,21.5,54.2,300,400,700,0.92,1.0,80050
2020-12-28,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,22.6,45.7,750,2200,2950,1.02,1.0,172800
2020-12-29,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,26.7,57.3,750,2200,2950,0.83,1.0,175181
2020-12-30,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,24.2,41.0,750,2200,2950,1.17,1.0,225842
2020-12-31,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,26.7,32.6,750,2200,2950,0.98,1.0,212557
2021-01-01,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,23.0,44.0,750,2200,2950,1.04,1.0,214092
2021-01-02,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,23.2,49.5,300,400,700,1.07,1.0,116616
2021-01-03,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,20.1,55.9,300,400,700,0.96,1.0,78884
2021-01-04,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,22.4,34.6,750,2200,2950,1.06,1.0,175597
2021-01-05,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,26.1,55.3,750,2200,2950,1.03,1.0,206285
2021-01-06,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,23.9,39.4,750,2200,2950,1.03,1.0,215323
2021-01-07,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,25.3,55.2,750,2200,2950,1.04,1.0,215945
2021-01-08,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,24.6,35.8,750,2200,2950,0.91,1.0,198568
2021-01-09,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,22.5,34.0,300,400,700,0.92,1.0,103894
2021-01-10,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,21.1,31.7,300,400,700,0.83,1.0,68519
2021-01-11,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,23.5,45.0,750,2200,2950,1.05,1.0,177670
2021-01-12,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,24.5,56.1,750,2200,2950,0.81,1.0,173050
2021-01-13,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,22.9,38.3,750,2200,2950,0.85,1.0,178236
2021-01-14,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,26.5,58.4,750,2200,2950,1.06,1.0,209132
2021-01-15,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,24.0,41.1,750,2200,2950,1.06,1.0,220792
2021-01-16,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,26.6,49.0,300,400,700,1.11,1.0,119704
2021-01-17,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,24.2,56.4,300,400,700,0.9,1.0,78822
2021-01-18,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.9,47.5,750,2200,2950,1.11,1.0,185940
2021-01-19,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,26.2,49.4,750,2200,2950,0.87,1.0,184171
2021-01-20,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,21.8,33.8,750,2200,2950,0.82,1.0,179527
2021-01-21,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,21.8,36.0,750,2200,2950,1.02,1.0,203965
2021-01-22,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,24.8,38.7,750,2200,2950,0.96,1.0,204640
2021-01-23,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,23.2,30.6,300,400,700,1.05,1.0,111148
2021-01-24,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,26.8,58.4,300,400,700,1.02,1.0,80920
2021-01-25,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,21.2,59.0,750,2200,2950,1.19,1.0,200427
2021-01-26,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,27.0,39.1,750,2200,2950,1.14,1.0,228618
2021-01-27,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,1,20.1,43.2,750,1800,2550,0.95,1.0,191809
2021-01-28,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,22.5,39.7,750,2200,2950,0.87,1.0,185166
2021-01-29,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,24.5,35.6,750,2200,2950,0.84,1.0,182329
2021-01-30,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,20.1,55.2,300,400,700,0.95,1.0,100641
2021-01-31,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,21.7,57.3,300,400,700,1.01,1.0,78681
2021-02-01,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,25.2,50.7,750,2200,2950,1.14,1.0,190402
2021-02-02,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,21.7,56.7,750,2200,2950,0.8,1.0,175805
2021-02-03,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,26.8,52.2,750,2200,2950,0.84,1.0,174890
2021-02-04,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,24.6,39.0,750,2200,2950,0.93,1.0,190364
2021-02-05,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,25.8,55.5,750,2200,2950,1.09,1.0,218442
2021-02-06,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,20.7,53.7,300,400,700,0.86,1.0,105083
2021-02-07,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,26.2,46.9,300,400,700,1.07,1.0,81377
2021-02-08,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,24.9,50.8,750,2200,2950,0.86,1.0,152324
2021-02-09,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,22.8,35.9,750,2200,2950,0.99,1.0,194095
2021-02-10,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,24.5,30.9,750,2200,2950,1.01,1.0,206249
2021-02-11,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,25.4,36.9,750,2200,2950,0.88,1.0,190673
2021-02-12,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,23.4,36.6,750,2200,2950,0.9,1.0,190177
2021-02-13,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,21.2,33.8,300,400,700,0.96,1.0,103210
2021-02-14,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,26.9,34.1,300,400,700,0.96,1.0,73887
2021-02-15,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,23.8,46.5,750,2200,2950,0.93,1.0,159426
2021-02-16,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,1,22.1,36.3,750,1800,2550,1.04,1.0,186802
2021-02-17,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,24.0,50.9,750,2200,2950,0.96,1.0,194584
2021-02-18,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,21.1,58.9,750,2200,2950,1.17,1.0,236139
2021-02-19,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,21.6,48.5,750,2200,2950,0.86,1.0,195212
2021-02-20,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,26.7,46.4,300,400,700,1.08,1.0,113796
